title,originaltitle,tmdbid,imdbid,isadult,runtime,budget,revenue,votecount,voteaverage,originallanguage,releasedate
Signals: A Space Adventure,Signale - Ein Weltraumabenteuer,2863,tt0066379,false,91,0,0,7,4.5,de,1970-12-17
Hunting and Gathering,"Ensemble, c\'est tout",2882,tt0792965,false,97,0,0,337,6.577,fr,2007-02-10
And the Band Played On,And the Band Played On,2887,tt0106273,false,140,0,0,77,6.519,en,1993-09-11
"André Hazes, Zij Gelooft in Mij","André Hazes, Zij Gelooft in Mij",2890,tt0222718,false,86,0,0,8,6.8,nl,2000-01-27
An Angel at My Table,An Angel at My Table,2891,tt0099040,false,158,0,0,109,7.1,en,1990-09-20
Angel Baby,Angel Baby,2892,tt0112362,false,105,0,0,14,6.2,en,1995-10-26
Eolomea,Eolomea,2893,tt0068542,false,82,0,0,21,5.4,de,1972-09-21
The Lady and the Duke,L\'Anglaise et le Duc,2894,tt0239234,false,129,0,0,27,6.2,fr,2001-09-07
The Apostle,The Apostle,2895,tt0118632,false,134,5000000,19868354,121,6.5,en,1997-12-19
Agitator,荒ぶる魂たち,2896,tt0305240,false,150,0,0,31,6.7,ja,2001-10-28
Around the World in Eighty Days,Around the World in Eighty Days,2897,tt0048960,false,182,6000000,42000000,382,6.695,en,1956-10-17
As Good as It Gets,As Good as It Gets,2898,tt0119822,false,139,50000000,314178011,3085,7.406,en,1997-12-19
Asterix & Obelix: Mission Cleopatra,Astérix & Obélix Mission Cléopâtre,2899,tt0250223,false,108,58500000,111127553,2780,7.353,fr,2002-01-30
The Astronaut\'s Wife,The Astronaut\'s Wife,2900,tt0138304,false,109,75000000,19598588,760,5.579,en,1999-08-26
Atash,Atash,2901,tt0324011,false,109,0,0,0,0,en,2001-01-11
Au petit Marguery,Au petit Marguery,2903,tt0112410,false,91,0,0,3,6.3,fr,1995-11-08
The Addams Family,The Addams Family,2907,tt0101272,false,102,30000000,191502426,3674,7.011,en,1991-11-22
Visiting Van Gogh,Besuch bei Van Gogh,2908,tt0090714,false,105,0,0,1,1,de,1985-10-10
In the Dust of the Stars,Im Staub der Sterne,2909,tt0074671,false,98,0,0,12,4.5,de,1976-07-01
The Last Drop,The Last Drop,2911,tt0398029,false,103,0,0,33,4.3,en,2006-04-13
The Butcher,Le Boucher,2912,tt0064106,false,93,0,0,179,7.087,fr,1970-02-27
Chemie und Liebe,Chemie und Liebe,2914,tt0236097,false,98,0,0,6,5.6,de,1948-06-01
Baby Blue,Baby Blue,2922,tt0252253,false,119,2,0,3,5.7,nl,2001-01-25
B. Monkey,B. Monkey,2923,tt0120594,false,94,0,0,63,5.929,en,1998-11-07
Backdraft,Backdraft,2924,tt0101393,false,137,75000000,152368585,1120,6.665,en,1991-05-24
The First Wives Club,The First Wives Club,2925,tt0116313,false,102,26000000,116400000,633,6.705,en,1996-09-20
The Three Musketeers,The Three Musketeers,2926,tt0072281,false,105,0,22018000,210,6.8,en,1973-12-11
Moon 44,Moon 44,2927,tt0097910,false,98,0,0,89,5.039,en,1990-02-15
Michael,Michael,2928,tt0117038,false,105,0,119718203,510,5.8,en,1996-12-25
Frankenstein,Frankenstein,2929,tt0001223,false,14,0,0,160,6.166,en,1910-03-18
The Artificial Man,Der künstliche Mensch,2956,tt0006820,false,69,0,0,9,6.2,de,1916-08-18
The Mysterious Book,Das geheimnisvolle Buch,2957,tt0130001,false,75,0,0,2,7,en,1916-01-01
The Love Tragedy of the Homunculus,Die Liebestragödie des Homunculus,2958,tt0130002,false,64,0,0,3,7,de,1916-01-01
License to Wed,License to Wed,2959,tt0762114,false,91,35000000,69307224,761,5.7,en,2007-07-04
The Revenge of the Homunculus,Die Rache des Homunculus,2960,tt0007240,false,68,0,0,7,7.6,de,1916-01-01
The Destruction of Mankind,Die Vernichtung der Menschheit,2961,tt0130004,false,52,0,0,2,7,en,1916-01-01
The End of the Homunculus,Das Ende des Homunculus,2962,tt0130005,false,59,0,0,4,5,de,1916-01-01
The Impossible Voyage,Le Voyage à travers l\'impossible,2963,tt0000499,false,20,7500,0,146,7.2,fr,1904-10-01
A Trip to Mars,Himmelskibet,2964,tt0008100,false,81,0,0,26,6.3,da,1918-02-22
"20,000 Leagues Under the Sea","20,000 Leagues Under the Sea",2965,tt0118247,false,95,0,0,13,5.8,en,1997-03-23
Alraune,Alraune,2967,tt0008826,false,80,0,0,0,0,hu,1918-01-01
"Alraune, die Henkerstochter, genannt die rote Hanne","Alraune, die Henkerstochter, genannt die rote Hanne",2968,tt0008825,false,88,0,0,0,0,de,1918-01-01
A Daughter Of Destiny,Alraune,2969,tt0017621,false,108,0,0,14,6.9,de,1928-01-25
Alraune,Alraune,2970,tt0020635,false,103,0,0,5,4.8,de,1930-03-02
Alraune,Alraune,2971,tt0044344,false,92,92,0,10,5.9,de,1952-10-22
The Golem: How He Came into the World,"Der Golem, wie er in die Welt kam",2972,tt0011237,false,76,0,0,150,7,de,1920-10-28
Aelita: Queen of Mars,Аэлита,2973,tt0014646,false,111,0,0,51,6.1,ru,1924-09-24
The Hands of Orlac,Orlacs Hände,2974,tt0015202,false,98,0,0,66,6.9,de,1924-09-24
Hairspray,Hairspray,2976,tt0427327,false,117,50000000,90450008,2210,6.668,en,2007-07-19
Becoming Jane,Becoming Jane,2977,tt0416508,false,120,16500000,37311672,999,7.312,en,2007-03-02
Ghostbusters II,Ghostbusters II,2978,tt0097428,false,108,37000000,215394738,3552,6.5,en,1989-06-16
Return of the Ghostbusters,Return of the Ghostbusters,2979,tt1230164,false,85,0,0,130,6.2,en,2007-01-01
The Lost World,The Lost World,2981,tt0016039,false,93,0,0,103,6.733,en,1925-02-02
The Lost World,The Lost World,2982,tt0054038,false,97,0,0,69,5.79,en,1960-07-13
The Lost World,The Lost World,2983,tt0104759,false,99,0,0,13,5.7,en,1992-01-01
A Countess from Hong Kong,A Countess from Hong Kong,2984,tt0061523,false,107,3500000,2000000,129,6.1,en,1967-01-05
Tiger by the Tail,Tiger by the Tail,2985,tt0063696,false,99,0,0,4,5.2,en,--
Satan\'s Harvest,Satan\'s Harvest,2986,tt0059680,false,90,0,0,5,5.6,en,1970-02-01
Mr. Kingstreet\'s War,Mr. Kingstreet\'s War,2987,tt0070416,false,92,0,0,2,6,en,1973-05-01
The Harrad Experiment,The Harrad Experiment,2988,tt0070157,false,95,0,0,8,3,en,1973-05-11
Roar,Roar,2989,tt0083001,false,102,17000000,2000000,84,5.9,en,1981-11-12
Pacific Heights,Pacific Heights,2990,tt0100318,false,102,18000000,55000000,270,6.272,en,1990-09-28
A Diary of a Murderess,La encadenada,2991,tt0070031,false,95,0,0,7,5.9,es,1975-05-04
Appetite,Appetite,2992,tt0149698,false,97,0,0,5,2.7,en,1998-08-12
One on Top of the Other,Una sull\'altra,2993,tt0065148,false,108,0,0,59,6.8,it,1969-08-15
Danger: Diabolik,Diabolik,2994,tt0062861,false,100,400000,0,152,6.3,it,1968-01-24
Masquerade,Masquerade,2995,tt0059433,false,102,0,0,8,5.5,en,1965-04-13
The Lost World,The Lost World,2996,tt0938313,false,45,0,0,0,0,en,1998-08-01
The Lost World,The Lost World,2997,tt0138581,false,97,0,0,13,4.3,en,1998-10-13
Zabriskie Point,Zabriskie Point,2998,tt0066601,false,113,7000000,1000000,318,7.153,en,1970-02-09
